,Unnamed: 0,image_id,location,filename,datetime,frame_num,seq_id,category_id,category_name,datetime_obj,date,uid
8587,111299,87d95d9a-21bc-11ea-a13a-137349068a90,501,87d95d9a-21bc-11ea-a13a-137349068a90.jpg,2013-02-19 11:39:48.000,332,30016616-7d42-11eb-8fb5-0242ac1c0002,96,aepyceros melampus,2013-02-19 11:39:48,2013-02-19,test3_1082
3010,21291,9708df34-21bc-11ea-a13a-137349068a90,501,9708df34-21bc-11ea-a13a-137349068a90.jpg,2013-02-19 11:35:38.000,118,30014dac-7d42-11eb-8fb5-0242ac1c0002,96,aepyceros melampus,2013-02-19 11:35:38,2013-02-19,test3_1083
10251,136151,935d278c-21bc-11ea-a13a-137349068a90,501,935d278c-21bc-11ea-a13a-137349068a90.jpg,2013-02-20 12:38:18.000,63,302b9878-7d42-11eb-8fb5-0242ac1c0002,96,aepyceros melampus,2013-02-20 12:38:18,2013-02-20,test3_1084
11414,153129,97ca803a-21bc-11ea-a13a-137349068a90,501,97ca803a-21bc-11ea-a13a-137349068a90.jpg,2013-02-19 12:30:28.000,8,302317b6-7d42-11eb-8fb5-0242ac1c0002,96,aepyceros melampus,2013-02-19 12:30:28,2013-02-19,test3_1085
10375,138552,976c4eca-21bc-11ea-a13a-137349068a90,501,976c4eca-21bc-11ea-a13a-137349068a90.jpg,2013-02-20 11:45:52.000,362,3027f812-7d42-11eb-8fb5-0242ac1c0002,96,aepyceros melampus,2013-02-20 11:45:52,2013-02-20,test3_1086
13727,194672,8e9d59ba-21bc-11ea-a13a-137349068a90,501,8e9d59ba-21bc-11ea-a13a-137349068a90.jpg,2013-02-20 14:05:40.000,299,3025b750-7d42-11eb-8fb5-0242ac1c0002,71,bos taurus,2013-02-20 14:05:40,2013-02-20,test3_1087
2529,12073,9051fb6c-21bc-11ea-a13a-137349068a90,291,9051fb6c-21bc-11ea-a13a-137349068a90.jpg,2015-02-11 12:13:07.000,1,9051fd24-21bc-11ea-a13a-137349068a90,256,camelus dromedarius,2015-02-11 12:13:07,2015-02-11,test3_1088
12648,174830,8c52db12-21bc-11ea-a13a-137349068a90,499,8c52db12-21bc-11ea-a13a-137349068a90.jpg,2013-02-02 18:46:13.000,14,302274be-7d42-11eb-8fb5-0242ac1c0002,90,loxodonta africana,2013-02-02 18:46:13,2013-02-02,test3_1089
686,91443,8dc3acc4-21bc-11ea-a13a-137349068a90,306,8dc3acc4-21bc-11ea-a13a-137349068a90.jpg,2015-02-04 17:18:50.000,4,96ea29fe-21bc-11ea-a13a-137349068a90,90,loxodonta africana,2015-02-04 17:18:50,2015-02-04,test3_1090
1325,170765,97316e04-21bc-11ea-a13a-137349068a90,306,97316e04-21bc-11ea-a13a-137349068a90.jpg,2015-02-23 08:01:03.000,84,2fffd8c8-7d42-11eb-8fb5-0242ac1c0002,111,equus quagga,2015-02-23 08:01:03,2015-02-23,test3_1091
9266,120746,96f7189e-21bc-11ea-a13a-137349068a90,501,96f7189e-21bc-11ea-a13a-137349068a90.jpg,2013-02-19 12:20:58.000,28,302a353c-7d42-11eb-8fb5-0242ac1c0002,96,aepyceros melampus,2013-02-19 12:20:58,2013-02-19,test3_1092
12083,165928,980e7e8e-21bc-11ea-a13a-137349068a90,501,980e7e8e-21bc-11ea-a13a-137349068a90.jpg,2013-02-21 09:43:22.000,155,30219a1c-7d42-11eb-8fb5-0242ac1c0002,103,phacochoerus africanus,2013-02-21 09:43:22,2013-02-21,test3_1093
11399,153101,98b7a93c-21bc-11ea-a13a-137349068a90,501,98b7a93c-21bc-11ea-a13a-137349068a90.jpg,2013-02-21 10:50:54.000,183,3023e7e0-7d42-11eb-8fb5-0242ac1c0002,96,aepyceros melampus,2013-02-21 10:50:54,2013-02-21,test3_1094
7741,98644,8703704a-21bc-11ea-a13a-137349068a90,501,8703704a-21bc-11ea-a13a-137349068a90.jpg,2013-02-19 11:26:16.000,96,302ad2b2-7d42-11eb-8fb5-0242ac1c0002,90,loxodonta africana,2013-02-19 11:26:16,2013-02-19,test3_1095
8711,112865,895464f8-21bc-11ea-a13a-137349068a90,501,895464f8-21bc-11ea-a13a-137349068a90.jpg,2013-02-19 14:21:58.000,84,30260fde-7d42-11eb-8fb5-0242ac1c0002,71,bos taurus,2013-02-19 14:21:58,2013-02-19,test3_1096
13228,185379,8f617e80-21bc-11ea-a13a-137349068a90,499,8f617e80-21bc-11ea-a13a-137349068a90.jpg,2013-02-05 17:14:57.000,14,30266d80-7d42-11eb-8fb5-0242ac1c0002,127,oryx beisa,2013-02-05 17:14:57,2013-02-05,test3_1097
9793,127762,8b8da3e2-21bc-11ea-a13a-137349068a90,152,8b8da3e2-21bc-11ea-a13a-137349068a90.jpg,2013-02-21 00:57:25.000,1,9682e244-21bc-11ea-a13a-137349068a90,101,tragelaphus oryx,2013-02-21 00:57:25,2013-02-21,test3_1098
6328,74509,8916a6d6-21bc-11ea-a13a-137349068a90,108,8916a6d6-21bc-11ea-a13a-137349068a90.jpg,2013-01-25 22:39:00.000,26,302edb32-7d42-11eb-8fb5-0242ac1c0002,110,syncerus caffer,2013-01-25 22:39:00,2013-01-25,test3_1099
3128,22990,972bd728-21bc-11ea-a13a-137349068a90,152,972bd728-21bc-11ea-a13a-137349068a90.jpg,2013-02-24 06:55:15.000,5,98dc32ca-21bc-11ea-a13a-137349068a90,90,loxodonta africana,2013-02-24 06:55:15,2013-02-24,test3_1100
7355,91661,8e4320a8-21bc-11ea-a13a-137349068a90,501,8e4320a8-21bc-11ea-a13a-137349068a90.jpg,2013-02-20 09:25:07.000,34,30299f32-7d42-11eb-8fb5-0242ac1c0002,96,aepyceros melampus,2013-02-20 09:25:07,2013-02-20,test3_1101
7956,102102,87ab5d3c-21bc-11ea-a13a-137349068a90,501,87ab5d3c-21bc-11ea-a13a-137349068a90.jpg,2013-02-22 08:20:18.000,3,2ffdc8da-7d42-11eb-8fb5-0242ac1c0002,258,acryllium vulturinum,2013-02-22 08:20:18,2013-02-22,test3_1102
3400,28304,975c966a-21bc-11ea-a13a-137349068a90,131,975c966a-21bc-11ea-a13a-137349068a90.jpg,2013-01-21 17:38:07.000,1,975c97dc-21bc-11ea-a13a-137349068a90,115,madoqua guentheri,2013-01-21 17:38:07,2013-01-21,test3_1103
1497,195781,8fbe3dfa-21bc-11ea-a13a-137349068a90,306,8fbe3dfa-21bc-11ea-a13a-137349068a90.jpg,2015-02-20 17:41:56.000,8,30025be8-7d42-11eb-8fb5-0242ac1c0002,111,equus quagga,2015-02-20 17:41:56,2015-02-20,test3_1104
727,94130,9337cd70-21bc-11ea-a13a-137349068a90,306,9337cd70-21bc-11ea-a13a-137349068a90.jpg,2015-02-11 23:02:13.000,5,948cebce-21bc-11ea-a13a-137349068a90,90,loxodonta africana,2015-02-11 23:02:13,2015-02-11,test3_1105
3646,32101,86e6ba7c-21bc-11ea-a13a-137349068a90,501,86e6ba7c-21bc-11ea-a13a-137349068a90.jpg,2013-02-21 10:49:36.000,144,3023e5ba-7d42-11eb-8fb5-0242ac1c0002,96,aepyceros melampus,2013-02-21 10:49:36,2013-02-21,test3_1106
7938,101889,946d1a9c-21bc-11ea-a13a-137349068a90,501,946d1a9c-21bc-11ea-a13a-137349068a90.jpg,2013-02-19 14:16:00.000,81,302b3162-7d42-11eb-8fb5-0242ac1c0002,71,bos taurus,2013-02-19 14:16:00,2013-02-19,test3_1107
453,52733,937f4e66-21bc-11ea-a13a-137349068a90,306,937f4e66-21bc-11ea-a13a-137349068a90.jpg,2015-02-02 15:01:24.000,1,95423f56-21bc-11ea-a13a-137349068a90,96,aepyceros melampus,2015-02-02 15:01:24,2015-02-02,test3_1108
10482,139480,9751bfec-21bc-11ea-a13a-137349068a90,501,9751bfec-21bc-11ea-a13a-137349068a90.jpg,2013-02-21 10:06:14.000,5,2ffe620e-7d42-11eb-8fb5-0242ac1c0002,96,aepyceros melampus,2013-02-21 10:06:14,2013-02-21,test3_1109
311,35623,9024df88-21bc-11ea-a13a-137349068a90,278,9024df88-21bc-11ea-a13a-137349068a90.jpg,2015-02-19 11:16:11.000,11,2ffddca8-7d42-11eb-8fb5-0242ac1c0002,71,bos taurus,2015-02-19 11:16:11,2015-02-19,test3_1110
10598,141555,8ef6a178-21bc-11ea-a13a-137349068a90,501,8ef6a178-21bc-11ea-a13a-137349068a90.jpg,2013-02-19 11:37:03.000,215,30015324-7d42-11eb-8fb5-0242ac1c0002,96,aepyceros melampus,2013-02-19 11:37:03,2013-02-19,test3_1111
9566,124478,938eb8ce-21bc-11ea-a13a-137349068a90,501,938eb8ce-21bc-11ea-a13a-137349068a90.jpg,2013-02-21 11:59:04.000,20,30213cd4-7d42-11eb-8fb5-0242ac1c0002,90,loxodonta africana,2013-02-21 11:59:04,2013-02-21,test3_1112
10039,130823,8a4779c2-21bc-11ea-a13a-137349068a90,501,8a4779c2-21bc-11ea-a13a-137349068a90.jpg,2013-02-20 13:51:37.000,179,3026519c-7d42-11eb-8fb5-0242ac1c0002,71,bos taurus,2013-02-20 13:51:37,2013-02-20,test3_1113
8938,116704,952af076-21bc-11ea-a13a-137349068a90,302,952af076-21bc-11ea-a13a-137349068a90.jpg,2013-01-31 10:02:05.000,36,2ffed0a4-7d42-11eb-8fb5-0242ac1c0002,71,bos taurus,2013-01-31 10:02:05,2013-01-31,test3_1114
4084,40182,89b07338-21bc-11ea-a13a-137349068a90,501,89b07338-21bc-11ea-a13a-137349068a90.jpg,2013-02-21 09:41:28.000,117,30219684-7d42-11eb-8fb5-0242ac1c0002,96,aepyceros melampus,2013-02-21 09:41:28,2013-02-21,test3_1115
5430,60671,8ca9e132-21bc-11ea-a13a-137349068a90,501,8ca9e132-21bc-11ea-a13a-137349068a90.jpg,2013-02-19 12:19:42.000,11,302a34c4-7d42-11eb-8fb5-0242ac1c0002,96,aepyceros melampus,2013-02-19 12:19:42,2013-02-19,test3_1116
11614,156259,9334d8c2-21bc-11ea-a13a-137349068a90,53,9334d8c2-21bc-11ea-a13a-137349068a90.jpg,2015-02-08 08:10:51.000,3,980e6a8e-21bc-11ea-a13a-137349068a90,96,aepyceros melampus,2015-02-08 08:10:51,2015-02-08,test3_1117
12562,173589,966a9806-21bc-11ea-a13a-137349068a90,501,966a9806-21bc-11ea-a13a-137349068a90.jpg,2013-02-20 09:25:21.000,46,30299fd2-7d42-11eb-8fb5-0242ac1c0002,96,aepyceros melampus,2013-02-20 09:25:21,2013-02-20,test3_1118
9516,124004,981dd6d6-21bc-11ea-a13a-137349068a90,501,981dd6d6-21bc-11ea-a13a-137349068a90.jpg,2013-02-19 12:15:35.000,15,3001a2b6-7d42-11eb-8fb5-0242ac1c0002,96,aepyceros melampus,2013-02-19 12:15:35,2013-02-19,test3_1119
5472,60899,901fc926-21bc-11ea-a13a-137349068a90,501,901fc926-21bc-11ea-a13a-137349068a90.jpg,2013-02-19 12:07:27.000,20,302496cc-7d42-11eb-8fb5-0242ac1c0002,96,aepyceros melampus,2013-02-19 12:07:27,2013-02-19,test3_1120
6468,76981,8deacb24-21bc-11ea-a13a-137349068a90,501,8deacb24-21bc-11ea-a13a-137349068a90.jpg,2013-02-19 10:23:12.000,26,3029e30c-7d42-11eb-8fb5-0242ac1c0002,90,loxodonta africana,2013-02-19 10:23:12,2013-02-19,test3_1121
984,122186,88e8b1ea-21bc-11ea-a13a-137349068a90,477,88e8b1ea-21bc-11ea-a13a-137349068a90.jpg,2013-02-02 09:45:03.000,39,2ffdef90-7d42-11eb-8fb5-0242ac1c0002,111,equus quagga,2013-02-02 09:45:03,2013-02-02,test3_1122
6000,68402,93a953d2-21bc-11ea-a13a-137349068a90,229,93a953d2-21bc-11ea-a13a-137349068a90.jpg,2015-02-15 09:20:31.000,23,302d54ec-7d42-11eb-8fb5-0242ac1c0002,71,bos taurus,2015-02-15 09:20:31,2015-02-15,test3_1123
4051,39656,919f44e8-21bc-11ea-a13a-137349068a90,501,919f44e8-21bc-11ea-a13a-137349068a90.jpg,2013-02-20 13:37:23.000,187,302b0bf6-7d42-11eb-8fb5-0242ac1c0002,71,bos taurus,2013-02-20 13:37:23,2013-02-20,test3_1124
11502,154812,8e045d1e-21bc-11ea-a13a-137349068a90,206,8e045d1e-21bc-11ea-a13a-137349068a90.jpg,2015-02-15 23:14:40.000,3,8e045ef4-21bc-11ea-a13a-137349068a90,104,panthera pardus,2015-02-15 23:14:40,2015-02-15,test3_1125
1994,5804,8d3c7c54-21bc-11ea-a13a-137349068a90,501,8d3c7c54-21bc-11ea-a13a-137349068a90.jpg,2013-02-19 11:35:31.000,103,30014d20-7d42-11eb-8fb5-0242ac1c0002,96,aepyceros melampus,2013-02-19 11:35:31,2013-02-19,test3_1126
11910,163271,97f768e8-21bc-11ea-a13a-137349068a90,501,97f768e8-21bc-11ea-a13a-137349068a90.jpg,2013-02-21 13:42:46.000,15,3020a878-7d42-11eb-8fb5-0242ac1c0002,96,aepyceros melampus,2013-02-21 13:42:46,2013-02-21,test3_1127
13511,190448,871690d0-21bc-11ea-a13a-137349068a90,422,871690d0-21bc-11ea-a13a-137349068a90.jpg,2013-03-09 09:29:24.000,1,926fae58-21bc-11ea-a13a-137349068a90,101,tragelaphus oryx,2013-03-09 09:29:24,2013-03-09,test3_1128
10792,144230,949a1cae-21bc-11ea-a13a-137349068a90,206,949a1cae-21bc-11ea-a13a-137349068a90.jpg,2015-02-14 00:53:34.000,3,9774d2b6-21bc-11ea-a13a-137349068a90,102,kobus ellipsiprymnus,2015-02-14 00:53:34,2015-02-14,test3_1129
6843,83293,8e26c8b8-21bc-11ea-a13a-137349068a90,501,8e26c8b8-21bc-11ea-a13a-137349068a90.jpg,2013-02-20 09:21:36.000,26,302f02c4-7d42-11eb-8fb5-0242ac1c0002,96,aepyceros melampus,2013-02-20 09:21:36,2013-02-20,test3_1130
13395,188651,92b8c39a-21bc-11ea-a13a-137349068a90,131,92b8c39a-21bc-11ea-a13a-137349068a90.jpg,2013-01-26 08:47:16.000,35,3001f4d2-7d42-11eb-8fb5-0242ac1c0002,258,acryllium vulturinum,2013-01-26 08:47:16,2013-01-26,test3_1131
617,79502,92f3da66-21bc-11ea-a13a-137349068a90,193,92f3da66-21bc-11ea-a13a-137349068a90.jpg,2015-02-11 12:57:39.000,5,2fff6a32-7d42-11eb-8fb5-0242ac1c0002,71,bos taurus,2015-02-11 12:57:39,2015-02-11,test3_1132
7299,90866,8ebe0bba-21bc-11ea-a13a-137349068a90,501,8ebe0bba-21bc-11ea-a13a-137349068a90.jpg,2013-02-20 12:36:31.000,25,302b967a-7d42-11eb-8fb5-0242ac1c0002,96,aepyceros melampus,2013-02-20 12:36:31,2013-02-20,test3_1133
10216,135489,8b1368e8-21bc-11ea-a13a-137349068a90,501,8b1368e8-21bc-11ea-a13a-137349068a90.jpg,2013-02-21 09:45:39.000,325,3021a962-7d42-11eb-8fb5-0242ac1c0002,103,phacochoerus africanus,2013-02-21 09:45:39,2013-02-21,test3_1134
8983,117444,90dd090a-21bc-11ea-a13a-137349068a90,501,90dd090a-21bc-11ea-a13a-137349068a90.jpg,2013-02-21 07:18:15.000,33,3025c36c-7d42-11eb-8fb5-0242ac1c0002,90,loxodonta africana,2013-02-21 07:18:15,2013-02-21,test3_1135
5605,62840,87dde392-21bc-11ea-a13a-137349068a90,501,87dde392-21bc-11ea-a13a-137349068a90.jpg,2013-02-19 12:09:12.000,63,30249942-7d42-11eb-8fb5-0242ac1c0002,96,aepyceros melampus,2013-02-19 12:09:12,2013-02-19,test3_1136
11406,153108,8f807402-21bc-11ea-a13a-137349068a90,501,8f807402-21bc-11ea-a13a-137349068a90.jpg,2013-02-21 10:51:02.000,190,3023e7e0-7d42-11eb-8fb5-0242ac1c0002,96,aepyceros melampus,2013-02-21 10:51:02,2013-02-21,test3_1137
10498,140001,8b7b181c-21bc-11ea-a13a-137349068a90,501,8b7b181c-21bc-11ea-a13a-137349068a90.jpg,2013-02-19 11:34:31.000,11,30014802-7d42-11eb-8fb5-0242ac1c0002,96,aepyceros melampus,2013-02-19 11:34:31,2013-02-19,test3_1138
11715,159063,934535fa-21bc-11ea-a13a-137349068a90,501,934535fa-21bc-11ea-a13a-137349068a90.jpg,2013-02-21 11:59:06.000,22,30213d9c-7d42-11eb-8fb5-0242ac1c0002,90,loxodonta africana,2013-02-21 11:59:06,2013-02-21,test3_1139
6780,82551,8e90a7ce-21bc-11ea-a13a-137349068a90,179,8e90a7ce-21bc-11ea-a13a-137349068a90.jpg,2015-02-08 04:22:09.000,2,8e90a990-21bc-11ea-a13a-137349068a90,115,madoqua guentheri,2015-02-08 04:22:09,2015-02-08,test3_1140
4272,43154,94959d3c-21bc-11ea-a13a-137349068a90,501,94959d3c-21bc-11ea-a13a-137349068a90.jpg,2013-02-21 10:57:29.000,361,3023f122-7d42-11eb-8fb5-0242ac1c0002,96,aepyceros melampus,2013-02-21 10:57:29,2013-02-21,test3_1141
3964,37334,90bbc0ba-21bc-11ea-a13a-137349068a90,291,90bbc0ba-21bc-11ea-a13a-137349068a90.jpg,2015-02-11 07:50:57.000,6,97e85100-21bc-11ea-a13a-137349068a90,108,canis mesomelas,2015-02-11 07:50:57,2015-02-11,test3_1142
10857,145184,8c38c6a0-21bc-11ea-a13a-137349068a90,501,8c38c6a0-21bc-11ea-a13a-137349068a90.jpg,2013-02-21 09:44:09.000,211,30219ed6-7d42-11eb-8fb5-0242ac1c0002,103,phacochoerus africanus,2013-02-21 09:44:09,2013-02-21,test3_1143
3570,31028,95479e60-21bc-11ea-a13a-137349068a90,501,95479e60-21bc-11ea-a13a-137349068a90.jpg,2013-02-21 09:47:32.000,458,3021b61e-7d42-11eb-8fb5-0242ac1c0002,103,phacochoerus africanus,2013-02-21 09:47:32,2013-02-21,test3_1144
4175,41167,96a9ba4a-21bc-11ea-a13a-137349068a90,229,96a9ba4a-21bc-11ea-a13a-137349068a90.jpg,2015-02-21 11:53:49.000,1,96a9bbe4-21bc-11ea-a13a-137349068a90,96,aepyceros melampus,2015-02-21 11:53:49,2015-02-21,test3_1145
9717,126626,950cf1de-21bc-11ea-a13a-137349068a90,131,950cf1de-21bc-11ea-a13a-137349068a90.jpg,2013-02-05 08:44:26.000,9,986712c4-21bc-11ea-a13a-137349068a90,96,aepyceros melampus,2013-02-05 08:44:26,2013-02-05,test3_1146
12957,180740,8b121df8-21bc-11ea-a13a-137349068a90,302,8b121df8-21bc-11ea-a13a-137349068a90.jpg,2013-01-20 12:43:23.000,4,8ecd3d7e-21bc-11ea-a13a-137349068a90,96,aepyceros melampus,2013-01-20 12:43:23,2013-01-20,test3_1147
11173,150150,944dd060-21bc-11ea-a13a-137349068a90,291,944dd060-21bc-11ea-a13a-137349068a90.jpg,2015-02-20 13:03:54.000,21,302808f2-7d42-11eb-8fb5-0242ac1c0002,72,ovis aries,2015-02-20 13:03:54,2015-02-20,test3_1148
13616,192276,8db095da-21bc-11ea-a13a-137349068a90,501,8db095da-21bc-11ea-a13a-137349068a90.jpg,2013-02-20 09:09:50.000,38,302d8908-7d42-11eb-8fb5-0242ac1c0002,90,loxodonta africana,2013-02-20 09:09:50,2013-02-20,test3_1149
7623,95998,90f20ecc-21bc-11ea-a13a-137349068a90,501,90f20ecc-21bc-11ea-a13a-137349068a90.jpg,2013-02-20 10:33:21.000,219,302222ac-7d42-11eb-8fb5-0242ac1c0002,96,aepyceros melampus,2013-02-20 10:33:21,2013-02-20,test3_1150
550,68261,974986e2-21bc-11ea-a13a-137349068a90,278,974986e2-21bc-11ea-a13a-137349068a90.jpg,2015-02-21 19:22:05.000,2,974987fa-21bc-11ea-a13a-137349068a90,96,aepyceros melampus,2015-02-21 19:22:05,2015-02-21,test3_1151
3535,30693,88282ef2-21bc-11ea-a13a-137349068a90,501,88282ef2-21bc-11ea-a13a-137349068a90.jpg,2013-02-20 18:40:46.000,60,302ba534-7d42-11eb-8fb5-0242ac1c0002,90,loxodonta africana,2013-02-20 18:40:46,2013-02-20,test3_1152
2905,19399,98dee47a-21bc-11ea-a13a-137349068a90,499,98dee47a-21bc-11ea-a13a-137349068a90.jpg,2013-01-23 08:28:19.000,3,98dee628-21bc-11ea-a13a-137349068a90,115,madoqua guentheri,2013-01-23 08:28:19,2013-01-23,test3_1153
743,97724,8d85b004-21bc-11ea-a13a-137349068a90,306,8d85b004-21bc-11ea-a13a-137349068a90.jpg,2015-02-23 12:27:13.000,3,98e254f2-21bc-11ea-a13a-137349068a90,256,camelus dromedarius,2015-02-23 12:27:13,2015-02-23,test3_1154
7835,99828,86b08cf4-21bc-11ea-a13a-137349068a90,501,86b08cf4-21bc-11ea-a13a-137349068a90.jpg,2013-02-21 07:37:36.000,6,9925c372-21bc-11ea-a13a-137349068a90,258,acryllium vulturinum,2013-02-21 07:37:36,2013-02-21,test3_1155
5630,63162,878fdca6-21bc-11ea-a13a-137349068a90,501,878fdca6-21bc-11ea-a13a-137349068a90.jpg,2013-02-21 09:45:33.000,313,3021a89a-7d42-11eb-8fb5-0242ac1c0002,103,phacochoerus africanus,2013-02-21 09:45:33,2013-02-21,test3_1156
10573,141115,8b0132ea-21bc-11ea-a13a-137349068a90,152,8b0132ea-21bc-11ea-a13a-137349068a90.jpg,2013-03-08 04:02:32.000,3,984f3dd4-21bc-11ea-a13a-137349068a90,90,loxodonta africana,2013-03-08 04:02:32,2013-03-08,test3_1157
9741,126768,8a70ce30-21bc-11ea-a13a-137349068a90,501,8a70ce30-21bc-11ea-a13a-137349068a90.jpg,2013-02-19 10:53:57.000,47,300191b8-7d42-11eb-8fb5-0242ac1c0002,96,aepyceros melampus,2013-02-19 10:53:57,2013-02-19,test3_1158
10810,144486,883ef8a8-21bc-11ea-a13a-137349068a90,501,883ef8a8-21bc-11ea-a13a-137349068a90.jpg,2013-02-19 10:46:07.000,3,958df202-21bc-11ea-a13a-137349068a90,96,aepyceros melampus,2013-02-19 10:46:07,2013-02-19,test3_1159
8881,116044,910f0734-21bc-11ea-a13a-137349068a90,291,910f0734-21bc-11ea-a13a-137349068a90.jpg,2015-02-23 13:21:10.000,10,30009d4e-7d42-11eb-8fb5-0242ac1c0002,70,capra aegagrus,2015-02-23 13:21:10,2015-02-23,test3_1160
7613,95946,9862d498-21bc-11ea-a13a-137349068a90,140,9862d498-21bc-11ea-a13a-137349068a90.jpg,2015-02-18 16:37:16.000,11,30233ff2-7d42-11eb-8fb5-0242ac1c0002,70,capra aegagrus,2015-02-18 16:37:16,2015-02-18,test3_1161
5859,66530,9606f364-21bc-11ea-a13a-137349068a90,501,9606f364-21bc-11ea-a13a-137349068a90.jpg,2013-02-21 10:34:41.000,8,302718a2-7d42-11eb-8fb5-0242ac1c0002,103,phacochoerus africanus,2013-02-21 10:34:41,2013-02-21,test3_1162
11750,160044,8a100b40-21bc-11ea-a13a-137349068a90,501,8a100b40-21bc-11ea-a13a-137349068a90.jpg,2013-02-19 14:15:32.000,56,302b2fdc-7d42-11eb-8fb5-0242ac1c0002,71,bos taurus,2013-02-19 14:15:32,2013-02-19,test3_1163
3314,25978,91174e62-21bc-11ea-a13a-137349068a90,501,91174e62-21bc-11ea-a13a-137349068a90.jpg,2013-02-20 14:03:35.000,203,3025b3c2-7d42-11eb-8fb5-0242ac1c0002,71,bos taurus,2013-02-20 14:03:35,2013-02-20,test3_1164
436,52051,8a670468-21bc-11ea-a13a-137349068a90,375,8a670468-21bc-11ea-a13a-137349068a90.jpg,2013-02-24 12:49:24.000,12,30226d34-7d42-11eb-8fb5-0242ac1c0002,96,aepyceros melampus,2013-02-24 12:49:24,2013-02-24,test3_1165
711,93454,929bbe4e-21bc-11ea-a13a-137349068a90,375,929bbe4e-21bc-11ea-a13a-137349068a90.jpg,2013-02-22 02:10:35.000,2,92d785aa-21bc-11ea-a13a-137349068a90,90,loxodonta africana,2013-02-22 02:10:35,2013-02-22,test3_1166
6402,75431,915bbcb4-21bc-11ea-a13a-137349068a90,53,915bbcb4-21bc-11ea-a13a-137349068a90.jpg,2015-02-21 19:13:47.000,3,93c63272-21bc-11ea-a13a-137349068a90,90,loxodonta africana,2015-02-21 19:13:47,2015-02-21,test3_1167
4753,50423,98d3188e-21bc-11ea-a13a-137349068a90,501,98d3188e-21bc-11ea-a13a-137349068a90.jpg,2013-02-20 12:27:34.000,165,2fffc63a-7d42-11eb-8fb5-0242ac1c0002,96,aepyceros melampus,2013-02-20 12:27:34,2013-02-20,test3_1168
14237,202276,8b5c0e22-21bc-11ea-a13a-137349068a90,501,8b5c0e22-21bc-11ea-a13a-137349068a90.jpg,2013-02-20 12:36:42.000,32,302b9706-7d42-11eb-8fb5-0242ac1c0002,96,aepyceros melampus,2013-02-20 12:36:42,2013-02-20,test3_1169
726,94129,8f831360-21bc-11ea-a13a-137349068a90,306,8f831360-21bc-11ea-a13a-137349068a90.jpg,2015-02-11 23:02:12.000,4,948cebce-21bc-11ea-a13a-137349068a90,90,loxodonta africana,2015-02-11 23:02:12,2015-02-11,test3_1170
209,24202,9856b4ba-21bc-11ea-a13a-137349068a90,306,9856b4ba-21bc-11ea-a13a-137349068a90.jpg,2015-02-21 07:13:06.000,5,987fb9dc-21bc-11ea-a13a-137349068a90,111,equus quagga,2015-02-21 07:13:06,2015-02-21,test3_1171
10974,146515,92e4c760-21bc-11ea-a13a-137349068a90,501,92e4c760-21bc-11ea-a13a-137349068a90.jpg,2013-02-20 11:28:48.000,17,3024fc02-7d42-11eb-8fb5-0242ac1c0002,96,aepyceros melampus,2013-02-20 11:28:48,2013-02-20,test3_1172
8479,109774,922b2ff8-21bc-11ea-a13a-137349068a90,501,922b2ff8-21bc-11ea-a13a-137349068a90.jpg,2013-02-21 12:55:31.000,16,302a0f58-7d42-11eb-8fb5-0242ac1c0002,96,aepyceros melampus,2013-02-21 12:55:31,2013-02-21,test3_1173
957,120443,8e33f33a-21bc-11ea-a13a-137349068a90,306,8e33f33a-21bc-11ea-a13a-137349068a90.jpg,2015-02-12 05:50:41.000,3,949890fa-21bc-11ea-a13a-137349068a90,111,equus quagga,2015-02-12 05:50:41,2015-02-12,test3_1174
9459,122800,9647dafa-21bc-11ea-a13a-137349068a90,501,9647dafa-21bc-11ea-a13a-137349068a90.jpg,2013-02-21 09:46:00.000,369,3021acd2-7d42-11eb-8fb5-0242ac1c0002,96,aepyceros melampus,2013-02-21 09:46:00,2013-02-21,test3_1175
1380,176162,8ff11a7c-21bc-11ea-a13a-137349068a90,306,8ff11a7c-21bc-11ea-a13a-137349068a90.jpg,2015-02-04 07:30:27.000,3,9640d3fe-21bc-11ea-a13a-137349068a90,112,giraffa camelopardalis,2015-02-04 07:30:27,2015-02-04,test3_1176
13398,188654,93dc53ae-21bc-11ea-a13a-137349068a90,131,93dc53ae-21bc-11ea-a13a-137349068a90.jpg,2013-01-26 08:47:23.000,38,3001f4d2-7d42-11eb-8fb5-0242ac1c0002,258,acryllium vulturinum,2013-01-26 08:47:23,2013-01-26,test3_1177
10150,134102,948cd53a-21bc-11ea-a13a-137349068a90,501,948cd53a-21bc-11ea-a13a-137349068a90.jpg,2013-02-20 09:24:41.000,18,30299e2e-7d42-11eb-8fb5-0242ac1c0002,96,aepyceros melampus,2013-02-20 09:24:41,2013-02-20,test3_1178
12875,179831,89e08f96-21bc-11ea-a13a-137349068a90,140,89e08f96-21bc-11ea-a13a-137349068a90.jpg,2015-02-22 10:00:28.000,10,30226e2e-7d42-11eb-8fb5-0242ac1c0002,70,capra aegagrus,2015-02-22 10:00:28,2015-02-22,test3_1179
5311,58337,96b14af8-21bc-11ea-a13a-137349068a90,501,96b14af8-21bc-11ea-a13a-137349068a90.jpg,2013-02-19 12:00:35.000,66,3029c0ca-7d42-11eb-8fb5-0242ac1c0002,96,aepyceros melampus,2013-02-19 12:00:35,2013-02-19,test3_1180
